column,pooled_auc,dominant_segment,dominant_auc,measurable_in_dominant,segments_measurable,segments_total,min_segment_auc,max_segment_auc,gap_dominant,cmh_or,cmh_p,bd_p,strata_used,note,cmh_p_bh,bd_p_bh,segment_artefact,heterogeneous
DeviceType_is_mobile,0.578413047030423,W,,FALSE,4,5,0.515532192219563,0.698763615359226,,,,,0,fewer than two usable strata,,,TRUE,FALSE
R_emaildomain_freq,0.64299622220701,W,,FALSE,4,5,0.573251028806584,0.662848492056413,,3.91011295917136,3.87987320223424e-45,0.00128026822804783,4,"",1.2549713320807e-44,0.00299984418140619,TRUE,TRUE
DeviceInfo_freq,0.546009051337895,W,,FALSE,4,5,0.515298167483561,0.655741596099564,,3.95558076348106,5.44783570875226e-21,0.0673237056103638,4,"",1.28588554566945e-20,0.107269104272513,FALSE,FALSE
id_31_freq,0.545353900554408,W,,FALSE,4,5,0.511353962757645,0.54938663645245,,3.21028190320291,7.10939266676852e-22,0.0981921070664407,4,"",1.70886319146179e-21,0.151405894121802,FALSE,FALSE
V52,0.691088897748296,W,0.500024978144124,TRUE,2,5,0.500024978144124,0.591739173240315,0.191063919604172,4.87153126663825,0.757361389046774,0.647017128689946,2,"",0.784303098538556,0.75432728661901,TRUE,FALSE
C1,0.669487977729392,W,0.503243994477536,TRUE,5,5,0.503243994477536,0.782943216114123,0.166243983251856,3.24596597288802,1.13647885476273e-231,0,5,"",9.92524866492788e-231,0,FALSE,TRUE
C12,0.648871695258745,W,0.500332546185351,TRUE,2,5,0.500332546185351,0.719616442953018,0.148539149073394,0.759360924257947,,,2,"",,,FALSE,FALSE
C11,0.65873302441849,W,0.513072425454681,TRUE,5,5,0.513072425454681,0.728720907910194,0.145660598963809,2.97388667071282,5.99977101722215e-177,0,5,"",3.41726088372218e-176,0,FALSE,TRUE
C2,0.679773463696149,W,0.53815658214372,TRUE,5,5,0.53815658214372,0.788446493659392,0.14161688155243,2.98157213234136,,,5,"",,,FALSE,FALSE
card3,0.640251040212642,W,0.502099224277011,TRUE,5,5,0.502099224277011,0.541419654841803,0.138151815935631,3.26116633440533,,,5,"",,,FALSE,FALSE
V44,0.611989666768115,W,0.502829075550395,TRUE,3,5,0.502829075550395,0.86746126340882,0.10916059121772,,,,0,fewer than two usable strata,,,FALSE,FALSE
C6,0.633305600286564,W,0.531248352011999,TRUE,5,5,0.531248352011999,0.698199328859058,0.102057248274565,2.86121531824501,7.57338442281448e-163,0,5,"",3.89064062505372e-162,0,FALSE,TRUE
M4_is_M2,0.608152671482939,W,0.511518052106812,TRUE,2,5,0.502246200583981,0.511518052106812,0.0966346193761268,,,,0,fewer than two usable strata,,,FALSE,FALSE
V45,0.640610113411123,W,0.548105871243682,TRUE,3,5,0.548105871243682,0.869129916567342,0.0925042421674409,,,,0,fewer than two usable strata,,,FALSE,FALSE
P_emaildomain,0.63886245028689,W,0.559196339036598,TRUE,4,5,0.519898657718121,0.688849394809368,0.0796661112502918,2.25688365731302,4.02453205502981e-53,1.20823462346209e-10,4,"",1.35182999797155e-52,6.56291079562363e-10,FALSE,TRUE
V87,0.612531665079213,W,0.536207333851719,TRUE,2,5,0.536207333851719,0.678817042346179,0.0763243312274946,,,,0,fewer than two usable strata,,,FALSE,FALSE
V86,0.581024272921066,W,0.507346934868148,TRUE,2,5,0.507346934868148,0.657206063963621,0.0736773380529175,,,,0,fewer than two usable strata,,,FALSE,FALSE
client_c2_mean_prior,0.57894145247732,W,0.510217357740817,TRUE,5,5,0.510217357740817,0.677352127232796,0.0687240947365038,1.6509146672518,7.39059160924294e-17,0,5,"",1.60027686084434e-16,0,FALSE,TRUE
D10,0.604785054616303,W,0.544078770486223,TRUE,3,5,0.526942438163746,0.779664526817146,0.0607062841300796,1.52192781018585,2.97814137305303e-11,0.00183465003112704,3,"",5.61347510604241e-11,0.00406001256888298,FALSE,TRUE
V38,0.613451811928763,W,0.552933640571582,TRUE,3,5,0.552933640571582,0.874135876042908,0.0605181713571805,Inf,0.270509006858063,,4,"",0.300310846596663,,TRUE,FALSE
card_amt_deviation_24h,0.58657684478823,W,0.528892776628449,TRUE,5,5,0.528892776628449,0.768086667639506,0.0576840681597807,1.62220111652446,6.8706679884719e-22,0,5,"",1.66677316016633e-21,0,FALSE,TRUE
addr2,0.554669852119872,W,0.500035737259667,TRUE,5,5,0.500035737259667,0.515646077668979,0.054634114860205,13.4411509228039,6.58486752583649e-07,0.00871857949682264,2,"",1.11305502694785e-06,0.017658817794412,FALSE,TRUE
D10n,0.608797134720173,W,0.5564112219611,TRUE,3,5,0.5564112219611,0.718264651066473,0.0523859127590726,1.59135780232101,2.5752179285564e-13,0.00231955768460601,3,"",5.27114919751389e-13,0.00503976624200761,FALSE,TRUE
V37,0.579985572204162,W,0.53120483104196,TRUE,3,5,0.53120483104196,0.866805721096544,0.0487807411622021,Inf,0.270509006858063,,4,"",0.300310846596663,,TRUE,FALSE
V47,0.571931821031348,W,0.527124955465667,TRUE,3,5,0.527124955465667,0.878098927294398,0.0448068655656808,Inf,0.309257153966295,,4,"",0.340442749324241,,TRUE,FALSE
card1,0.542669732633955,W,0.502441581070704,TRUE,5,5,0.502441581070704,0.65762223583206,0.0402281515632518,1.53097872484086,1.27526053442609e-25,4.15223411209809e-14,5,"",3.27566921587878e-25,3.00722409936801e-13,FALSE,TRUE
V123,0.54194662687912,W,0.502380330143936,TRUE,5,5,0.502380330143936,0.600805177372963,0.0395662967351847,4.91745451084571,,,5,"",,,FALSE,FALSE
V24,0.550788354707563,W,0.512053196862479,TRUE,3,5,0.512053196862479,0.60052364075436,0.0387351578450835,,,,0,fewer than two usable strata,,,FALSE,FALSE
V82,0.543459439301319,W,0.505011608078655,TRUE,2,5,0.505011608078655,0.512004720519834,0.0384478312226644,0.898293574242896,0.164173189002338,0.954017218383789,4,"",0.189486235764813,0.970255809335002,FALSE,FALSE
V46,0.54071304677439,W,0.502418917441573,TRUE,3,5,0.502418917441573,0.878307508939214,0.038294129332817,Inf,0.308234974060608,,4,"",0.340442749324241,,FALSE,FALSE
V125,0.542742353550135,W,0.504653392791272,TRUE,5,5,0.504653392791272,0.603234036433365,0.0380889607588635,4.07599535059397,,,5,"",,,FALSE,FALSE
client_c12_mean_prior,0.538111661520888,W,0.500133896716204,TRUE,4,5,0.50009179364788,0.700450193392937,0.0379777648046831,,,,0,fewer than two usable strata,,,FALSE,FALSE
V77,0.555441996630231,W,0.517488002309058,TRUE,2,5,0.517488002309058,0.543830603741791,0.0379539943211732,Inf,0.499072849645997,,5,"",0.529380917438263,,TRUE,FALSE
M4_is_M0,0.562267867744769,W,0.524860559204895,TRUE,2,5,0.500285595668154,0.524860559204895,0.0374073085398741,,,,0,fewer than two usable strata,,,FALSE,FALSE
card5,0.556259897125935,W,0.518911480685347,TRUE,5,5,0.518911480685347,0.556047190150879,0.0373484164405883,1.11328685344157,,,5,"",,,FALSE,FALSE
V124,0.540466142702621,W,0.503756201010273,TRUE,5,5,0.503756201010273,0.603234036433365,0.0367099416923481,3.06432550639376,,,5,"",,,FALSE,FALSE
V23,0.54105249432654,W,0.505412514882889,TRUE,3,5,0.505412514882889,0.601417364943868,0.0356399794436508,,,,0,fewer than two usable strata,,,FALSE,FALSE
D15,0.61421918259211,W,0.578650790660751,TRUE,2,5,0.521745322761216,0.578650790660751,0.0355683919313591,1.70513446846719,4.17771187042288e-19,7.40780108809958e-07,4,"",9.51791747870256e-19,2.64248426874e-06,FALSE,TRUE
addr1_freq,0.552822317937426,W,0.517533765078186,TRUE,5,5,0.503530072473458,0.56958689976803,0.0352885528592396,1.70771408159876,,,5,"",,,FALSE,FALSE
client_c11_mean_prior,0.549640444898821,W,0.514359151983852,TRUE,5,5,0.514359151983852,0.700450193392937,0.035281292914969,1.5523839569305,4.68184731751266e-11,0,5,"",8.76174283705941e-11,0,FALSE,TRUE
P_emaildomain_freq,0.581178423103026,W,0.549232503558387,TRUE,4,5,0.549232503558387,0.692369816086166,0.0319459195446385,1.87565057252622,1.19578341621406e-26,1.2230365609156e-08,4,"",3.13295255048084e-26,5.73148505997704e-08,FALSE,TRUE
client_c4_mean_prior,0.542904411170512,W,0.511909534273585,TRUE,5,5,0.507270180930702,0.691555211046063,0.0309948768969265,1.33464858759972,0.0183166462268674,0.148561834320781,4,"",0.0238754294101455,0.217829928850716,FALSE,FALSE
D5,0.730259445969455,W,0.699681942961948,TRUE,3,5,0.55247641509434,0.699681942961948,0.0305775030075064,4.00051445679218,2.73831426732139e-90,0.0869069456352661,4,"",1.12099740318469e-89,0.134875064979407,FALSE,FALSE
C9,0.561806302306648,W,0.531513775518988,TRUE,1,5,0.531513775518988,0.531513775518988,0.0302925267876596,,,,1,fewer than two usable strata,,,FALSE,FALSE
V78,0.576784482599325,W,0.546653729685862,TRUE,2,5,0.546653729685862,0.551403748715996,0.0301307529134625,Inf,0.499072849645997,,5,"",0.529380917438263,,TRUE,FALSE
null_count_V_block,0.558953818007889,W,0.530567533853486,TRUE,5,5,0.514732920621141,0.535794811745988,0.0283862841544025,1.24354568707911,,,5,"",,,FALSE,FALSE
client_d5n_std_prior,0.577659965926472,W,0.549295104275985,TRUE,3,5,0.504520503713271,0.710363636363637,0.0283648616504875,2.14726406917871,0.0021354794821287,0.772458144307691,4,"",0.0030741517819655,0.852148331723729,FALSE,FALSE
client_c10_mean_prior,0.536555928295137,W,0.50821793799598,TRUE,5,5,0.50821793799598,0.726666281359997,0.0283379902991565,1.47855039875739,0.0381222230790469,0.719599803310304,5,"",0.0477895810847382,0.824512692473829,FALSE,FALSE
D15n,0.611332614135554,W,0.583456074071009,TRUE,2,5,0.571881860046398,0.583456074071009,0.027876540064545,1.43286123022077,5.43032604303929e-12,0,4,"",1.05388549872318e-11,0,FALSE,TRUE
V35,0.575339739142327,W,0.547681985769534,TRUE,1,5,0.547681985769534,0.547681985769534,0.0276577533727936,,,,1,fewer than two usable strata,,,FALSE,FALSE
client_c8_mean_prior,0.536546150412021,W,0.509182875821342,TRUE,5,5,0.507100268770141,0.733723626325059,0.0273632745906793,1.40814389093907,0.0743162260418106,0.777273373706163,5,"",0.0893158312979558,0.852148331723729,FALSE,FALSE
V83,0.555416450386616,W,0.52823825455342,TRUE,2,5,0.524611567004836,0.52823825455342,0.0271781958331965,1.04011751145318,0.631718158286854,0.962594588078267,4,"",0.65940301781337,0.972322600076289,TRUE,FALSE
client_amt_deviation_prior,0.528063525527209,W,0.503133296722638,TRUE,5,5,0.503133296722638,0.714201451905625,0.0249302288045715,1.26374378019112,0.00121245387664019,0.0672199255202508,5,"",0.00180490292999846,0.107269104272513,FALSE,FALSE
client_c1_mean_prior,0.549117737089738,W,0.524296792129938,TRUE,5,5,0.524296792129938,0.696157504280007,0.0248209449598,1.56377767702385,4.82118979384306e-13,3.88184019373128e-08,5,"",9.64237958768612e-13,1.71807371537366e-07,FALSE,TRUE
client_c6_mean_prior,0.535587441789858,W,0.511846019857916,TRUE,5,5,0.511846019857916,0.672208483926194,0.0237414219319415,1.79548448055851,6.6675826481115e-19,4.11056601612447e-05,5,"",1.50595401190105e-18,0.000116955390220684,FALSE,TRUE
V61,0.534315384236967,W,0.512741653765234,TRUE,2,5,0.501450355654943,0.512741653765234,0.0215737304717334,0.913689514839159,0.141736327709382,0.0619120797310623,4,"",0.165044079377147,0.102048186591199,FALSE,FALSE
D5n,0.691822472017749,W,0.670267155272173,TRUE,3,5,0.550265252806231,0.693789308176101,0.0215553167455762,3.23909915922693,2.22874953863782e-56,0.477641064472398,4,"",7.78576505497478e-56,0.604001134438641,FALSE,FALSE
V20,0.528585629881969,W,0.507336464025884,TRUE,3,5,0.507336464025884,0.512257055340321,0.0212491658560855,0.895544104323028,0.0712184039061669,0.393381851521458,5,"",0.0859871973429297,0.513760997342232,FALSE,FALSE
V111,0.521957471189081,W,0.500796948356648,TRUE,5,5,0.500036654204237,0.551699520613615,0.0211605228324326,13.7414734536863,,,5,"",,,FALSE,FALSE
V113,0.522793967601887,W,0.502489080406089,TRUE,5,5,0.500036654204237,0.552018696069032,0.0203048871957979,13.1260556865648,,,5,"",,,FALSE,FALSE
V116,0.52019820921608,W,0.500189793990824,TRUE,5,5,0.500189793990824,0.546453403643337,0.0200084152252561,5.01480666016771,,,5,"",,,FALSE,FALSE
V114,0.519919683906886,W,0.500209163145423,TRUE,5,5,0.500209163145423,0.547765042790001,0.0197105207614624,6.11650364601259,,,5,"",,,FALSE,FALSE
V110,0.51934057742877,W,0.500103530927405,TRUE,5,5,0.500103530927405,0.547305177372963,0.0192370465013643,9.36478082905128,,,5,"",,,FALSE,FALSE
V112,0.523428718703935,W,0.504280515382871,TRUE,5,5,0.500036654204237,0.552018696069032,0.019148203321064,11.9622970519325,,,5,"",,,FALSE,FALSE
V108,0.519311439995908,W,0.500405074603273,TRUE,5,5,0.500405074603273,0.546445589645254,0.0189063653926352,12.3823585654324,,,5,"",,,FALSE,FALSE
card_txn_amt_avg_24h,0.5886801289353,W,0.570577636280611,TRUE,5,5,0.501041825642323,0.570577636280611,0.0181024926546884,0.755701319502508,7.9666964431058e-06,0.0340652352650216,5,"",1.30454654255857e-05,0.0594276731995632,FALSE,FALSE
V19,0.521326794318937,W,0.503816276071655,TRUE,3,5,0.502680650315471,0.508064516129032,0.0175105182472826,0.837966560688252,0.00292589730073226,0.739401658162674,5,"",0.00412142523006372,0.837521309482839,FALSE,FALSE
V115,0.521275242532846,W,0.503839837460426,TRUE,5,5,0.502396468728472,0.569120269401338,0.0174354050724198,3.93440287563788,,,5,"",,,FALSE,FALSE
V109,0.521492813032302,W,0.504987591201096,TRUE,5,5,0.501246242944066,0.547305177372963,0.0165052218312056,7.33492084715664,,,5,"",,,FALSE,FALSE
V62,0.557386574055124,W,0.542357058737909,TRUE,2,5,0.525128867411357,0.542357058737909,0.0150295153172153,1.00627349324429,0.922464909977009,0.0439789260027825,4,"",0.929560793899909,0.075618441112698,TRUE,FALSE
V290,0.547841135393122,W,0.53380338826767,TRUE,5,5,0.517619307289046,0.574098625814535,0.0140377471254513,1.8029009871416,,,5,"",,,FALSE,FALSE
D2,0.688189251606806,W,0.674408213820581,TRUE,4,5,0.511998426435877,0.790442647882815,0.0137810377862244,3.50304464619997,7.03442802738206e-77,0.00975262011879508,5,"",2.67104368575957e-76,0.0189502130763579,FALSE,TRUE
D2n,0.684239934139314,W,0.67072462616147,TRUE,4,5,0.553347586926845,0.79006243496358,0.0135153079778441,3.73617772790475,1.72675904939479e-83,0.000328869625031758,4,"",6.96016724525283e-83,0.000845159574006346,FALSE,TRUE
M4,0.70256705157303,W,0.689278886543728,TRUE,2,5,0.500635378715244,0.689278886543728,0.0132881650293015,1.66632335242234,3.86246399759081e-08,0.578593151529459,2,"",6.79171521724021e-08,0.695987142067331,FALSE,FALSE
D4,0.559737509776616,W,0.548924347711334,TRUE,3,5,0.548924347711334,0.804499404052443,0.0108131620652824,1.87645185681726,2.19738041339817e-17,0.23044146409326,3,"",4.83792998580101e-17,0.31835554866063,FALSE,FALSE
M4_is_M1,0.54588480373817,W,0.536378611311707,TRUE,2,5,0.501960604915827,0.536378611311707,0.00950619242646322,1.66632335242234,3.86246399759081e-08,0.578593151529459,2,"",6.79171521724021e-08,0.695987142067331,FALSE,FALSE
client_c9_mean_prior,0.50788258512874,W,0.500062027275238,TRUE,4,5,0.500062027275238,0.563294010889292,0.00782055785350144,1.53251217454137,0.000157573931325211,0.328034582173907,4,"",0.000247211796450331,0.435557028553132,FALSE,FALSE
V120,0.507053841280061,W,0.500357219404158,TRUE,5,5,0.500357219404158,0.540579239391991,0.00669662187590303,7.45294248775118,,,5,"",,,FALSE,FALSE
V122,0.507130939372744,W,0.500553690076445,TRUE,5,5,0.500513158859321,0.540579239391991,0.00657724929629888,7.037053574693,,,5,"",,,FALSE,FALSE
client_m8_mean_prior,0.507538097052199,W,0.501380544200741,TRUE,2,5,0.501380544200741,0.569981896356642,0.00615755285145869,,,,0,fewer than two usable strata,,,FALSE,FALSE
V119,0.506013806300191,W,0.500098235336143,TRUE,5,5,0.500098235336143,0.512860402684564,0.00591557096404793,5.93419246629778,,,5,"",,,FALSE,FALSE
V66,0.511087384672901,W,0.505260960110907,TRUE,2,5,0.505260960110907,0.509439201739894,0.00582642456199489,,,,0,fewer than two usable strata,,,FALSE,FALSE
V117,0.505855113057434,W,0.500062513395728,TRUE,5,5,0.500062513395728,0.512360498561841,0.00579259966170653,5.90341716603819,,,5,"",,,FALSE,FALSE
V118,0.50591669013904,W,0.500250053582911,TRUE,5,5,0.500250053582911,0.512860402684564,0.0056666365561292,5.53920219262609,,,5,"",,,FALSE,FALSE
V121,0.506656320889912,W,0.501366364220905,TRUE,5,5,0.500513158859321,0.540174872226605,0.00528995666900733,5.28861021679808,,,5,"",,,FALSE,FALSE
V55,0.52221827742842,W,0.517834233634519,TRUE,2,5,0.517834233634519,0.51902486139836,0.00438404379390034,Inf,0.766510691072144,,3,"",0.787552161023144,,FALSE,FALSE
V26,0.514166685890802,W,0.51057823734604,TRUE,3,5,0.51057823734604,0.535829493087558,0.00358844854476126,,,,0,fewer than two usable strata,,,FALSE,FALSE
card4,0.525553874546755,W,0.522495502221335,TRUE,5,5,0.505754074784276,0.591896795630026,0.00305837232541972,1.01694269176949,,,5,"",,,FALSE,FALSE
V25,0.503816617396044,W,0.500797716385713,TRUE,3,5,0.500797716385713,0.533755760368664,0.00301890101033042,1.61899387914302,,,5,"",,,FALSE,FALSE
V67,0.543878709283184,W,0.542397501888987,TRUE,2,5,0.534943603700429,0.542397501888987,0.00148120739419721,2.24607706010783,,,4,"",,,FALSE,FALSE
client_m9_mean_prior,0.506468739500625,W,0.505509721105613,TRUE,2,5,0.505509721105613,0.513747454175153,0.000959018395012001,1.15195387438287,0.84414833256166,0.854056402566364,3,"",0.860571451872199,0.912522252165374,FALSE,FALSE
client_c3_mean_prior,0.503632111261519,W,0.502963654558369,TRUE,4,5,0.502582121317205,0.57816091954023,0.000668456703149301,1.99658293212724,0.0433262474479191,0.0131575128682465,4,"",0.0540546515778801,0.024567543558679,FALSE,TRUE
V41,0.500610477316952,W,0.500037467216186,TRUE,3,5,0.500037467216186,0.514898688915376,0.00057301010076638,Inf,0.318606299488922,,4,"",0.349059525318155,,FALSE,FALSE
V88,0.500574926968736,W,0.500038827412153,TRUE,2,5,0.500038827412153,0.50010387451958,0.000536099556583403,Inf,0.51677563920213,,5,"",0.545948457544186,,FALSE,FALSE
client_d15n_std_prior,0.52273912382587,W,0.522295479126417,TRUE,3,5,0.522295479126417,0.662201956872803,0.000443644699452461,1.94308543859194,0.00106489226625346,0.00204922790400364,4,"",0.00159429585004804,0.00449326118400797,FALSE,TRUE
dist1,0.548417005805645,W,0.548417005805645,TRUE,1,5,0.548417005805645,0.548417005805645,0,,,,0,fewer than two usable strata,,,FALSE,FALSE
D11,0.560732454440844,W,0.560732454440844,TRUE,1,5,0.560732454440844,0.560732454440844,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
M2,0.547983663257046,W,0.547983663257046,TRUE,1,5,0.547983663257046,0.547983663257046,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
M3,0.576570520515026,W,0.576570520515026,TRUE,1,5,0.576570520515026,0.576570520515026,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
M5,0.598320917246371,W,0.598320917246371,TRUE,1,5,0.598320917246371,0.598320917246371,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
M6,0.577815200118239,W,0.577815200118239,TRUE,1,5,0.577815200118239,0.577815200118239,0,,,,0,fewer than two usable strata,,,FALSE,FALSE
M7,0.527198671538997,W,0.527198671538997,TRUE,1,5,0.527198671538997,0.527198671538997,0,,,,0,fewer than two usable strata,,,FALSE,FALSE
M8,0.542216722345772,W,0.542216722345772,TRUE,1,5,0.542216722345772,0.542216722345772,0,,,,0,fewer than two usable strata,,,FALSE,FALSE
M9,0.513558923515523,W,0.513558923515523,TRUE,1,5,0.513558923515523,0.513558923515523,0,,,,0,fewer than two usable strata,,,FALSE,FALSE
V1,0.500088065379738,W,0.500088065379738,TRUE,1,5,0.500088065379738,0.500088065379738,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V2,0.511088091799352,W,0.511088091799352,TRUE,1,5,0.511088091799352,0.511088091799352,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V3,0.547546755377859,W,0.547546755377859,TRUE,1,5,0.547546755377859,0.547546755377859,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V4,0.532405050843079,W,0.532405050843079,TRUE,1,5,0.532405050843079,0.532405050843079,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V5,0.558436039582453,W,0.558436039582453,TRUE,1,5,0.558436039582453,0.558436039582453,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V6,0.500096101345639,W,0.500096101345639,TRUE,1,5,0.500096101345639,0.500096101345639,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V7,0.542495141726551,W,0.542495141726551,TRUE,1,5,0.542495141726551,0.542495141726551,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V8,0.504965016027899,W,0.504965016027899,TRUE,1,5,0.504965016027899,0.504965016027899,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V9,0.535512731318398,W,0.535512731318398,TRUE,1,5,0.535512731318398,0.535512731318398,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V10,0.642387261636372,W,0.642387261636372,TRUE,1,5,0.642387261636372,0.642387261636372,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V11,0.64302577233338,W,0.64302577233338,TRUE,1,5,0.64302577233338,0.64302577233338,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
D11n,0.568055971419848,W,0.568055971419848,TRUE,1,5,0.568055971419848,0.568055971419848,0,,,,1,fewer than two usable strata,,,FALSE,FALSE
V305,0.500010223694434,W,0.500017862565422,TRUE,1,5,0.500017862565422,0.500017862565422,-7.63887098753635e-06,,,,1,fewer than two usable strata,,,FALSE,FALSE
card6_is_debit_or_credit,0.500035780369867,W,0.500062513395728,TRUE,1,5,0.500062513395728,0.500062513395728,-2.6733025860981e-05,,,,1,fewer than two usable strata,,,FALSE,FALSE
V300,0.510177592374957,W,0.510444939475374,TRUE,5,5,0.502045158197507,0.568285019190868,-0.000267347100417759,1.64797395864393,,,5,"",,,FALSE,FALSE
client_d2n_std_prior,0.505849466818511,W,0.50622360524561,TRUE,1,5,0.50622360524561,0.50622360524561,-0.000374138427098991,Inf,0.0254629220668081,,2,"",0.0325428564951401,,FALSE,FALSE
V286,0.501099984356832,W,0.502332149421478,TRUE,5,5,0.502332149421478,0.530890574550213,-0.00123216506464618,0.605418478166043,,,5,"",,,FALSE,FALSE
V311,0.501098671075727,W,0.502376094044,TRUE,5,5,0.502376094044,0.530874284536846,-0.00127742296827349,0.602449289568433,,,5,"",,,FALSE,FALSE
V56,0.555958913643728,W,0.557605755277543,TRUE,2,5,0.500449985843142,0.557605755277543,-0.00164684163381523,Inf,0.766510691072144,,3,"",0.787552161023144,,TRUE,FALSE
V292,0.578654538571361,W,0.580658219266278,TRUE,5,5,0.517874868490659,0.610199996022618,-0.00200368069491763,2.24469648410869,,,5,"",,,FALSE,FALSE
V36,0.569908397586902,W,0.572026919787962,TRUE,1,5,0.572026919787962,0.572026919787962,-0.00211852220105979,,,,1,fewer than two usable strata,,,FALSE,FALSE
client_m6_mean_prior,0.561950974951194,W,0.566601634289239,TRUE,3,5,0.529596533983212,0.575954280344429,-0.0046506593380452,1.68068217346762,5.90457203982292e-11,0.0178020906022971,4,"",1.09716161307348e-10,0.0324786233125878,FALSE,TRUE
card4_is_discover,0.500081119648451,W,0.504915434078623,TRUE,4,5,0.500177574759717,0.513486639311117,-0.00483431443017157,1.56816825373238,,,4,"",,,FALSE,FALSE
client_m7_mean_prior,0.502650989445522,W,0.508341467281148,TRUE,2,5,0.508341467281148,0.523251866938221,-0.00569047783562549,5.00991505920598,7.46673110438974e-15,0.194130585630904,3,"",1.59047443036594e-14,0.275347852538927,FALSE,FALSE
card6_is_debit,0.573258951337069,W,0.578987865677898,TRUE,5,5,0.505313139241711,0.619491371045062,-0.00572891434082856,1.95656926254935,,,5,"",,,FALSE,FALSE
card6_is_credit,0.573310066151165,W,0.579050379073625,TRUE,5,5,0.505313139241711,0.61963518696069,-0.00574031292246069,1.95807068853457,,,5,"",,,FALSE,FALSE
client_d3n_std_prior,0.617558462362155,W,0.623517167386019,TRUE,2,5,0.623517167386019,0.659006671608599,-0.00595870502386331,3.64341431217224,7.87297135680844e-14,0.272866096307997,2,"",1.6370781710189e-13,0.372657125814921,FALSE,FALSE
card6,0.573553987995068,W,0.579766110086751,TRUE,5,5,0.505280088477158,0.619403211888782,-0.00621212209168331,1.95656926254935,,,5,"",,,FALSE,FALSE
client_m2_mean_prior,0.535723683522642,W,0.542050031621284,TRUE,3,5,0.528191972636417,0.542050031621284,-0.00632634809864152,,,,0,fewer than two usable strata,,,FALSE,FALSE
V101,0.578919375081112,W,0.585302324542573,TRUE,5,5,0.524233629935191,0.600521699933047,-0.00638294946146123,4.70574637992356,,,5,"",,,FALSE,FALSE
V104,0.506613201226885,W,0.513124771315187,TRUE,5,5,0.506110019175455,0.527856692656549,-0.00651157008830228,1.64261630739565,,,5,"",,,FALSE,FALSE
V301,0.515547935766958,W,0.522092511962783,TRUE,5,5,0.503799376797699,0.573661113799527,-0.0065445761958246,1.99157198136751,,,5,"",,,FALSE,FALSE
V135,0.50644480809774,W,0.513048167410229,TRUE,5,5,0.506115771812082,0.529588266073648,-0.00660335931248868,1.89623286254222,,,5,"",,,FALSE,FALSE
V132,0.578207470219886,W,0.585861928735337,TRUE,5,5,0.524313377595762,0.600412321929295,-0.00765445851545155,4.88356169145361,,,5,"",,,FALSE,FALSE
card4_is_mastercard,0.518961959081235,W,0.526617972998559,TRUE,5,5,0.505754074784276,0.573514216877973,-0.00765601391732451,0.99248164491579,,,5,"",,,FALSE,FALSE
V297,0.507694177725011,W,0.516336231237993,TRUE,5,5,0.505733460014216,0.539556599133746,-0.00864205351298231,1.44312710902656,,,5,"",,,FALSE,FALSE
V319,0.507626814363515,W,0.51629960789466,TRUE,5,5,0.505763156852744,0.541040456044707,-0.00867279353114492,1.57662361936277,,,5,"",,,FALSE,FALSE
client_d10n_std_prior,0.510454305086743,W,0.520312579141975,TRUE,3,5,0.520312579141975,0.591906526075805,-0.00985827405523221,1.86543665940236,0.00093989536206886,0.26671320693684,4,"",0.00142342534602336,0.366347450907498,FALSE,FALSE
card2,0.525635043014445,W,0.535969556667074,TRUE,5,5,0.506290850787437,0.622995917387128,-0.0103345136526296,1.51110078111037,,,5,"",,,FALSE,FALSE
V299,0.52184057119164,W,0.53250564916342,TRUE,5,5,0.510970945224822,0.541883414185396,-0.0106650779717805,2.04655859362178,,,5,"",,,FALSE,FALSE
V321,0.521659465747375,W,0.53243075857841,TRUE,5,5,0.510838365826334,0.543442764639377,-0.0107712928310348,2.22376525102401,,,5,"",,,FALSE,FALSE
addr1,0.517520317892563,W,0.528491156945759,TRUE,5,5,0.504606586548381,0.59945711764234,-0.0109708390531955,1.37507477152228,,,5,"",,,FALSE,FALSE
V29,0.650110664821417,W,0.661864637849199,TRUE,1,5,0.661864637849199,0.661864637849199,-0.0117539730277821,,,,1,fewer than two usable strata,,,FALSE,FALSE
V30,0.651590793518143,W,0.663660952709865,TRUE,1,5,0.663660952709865,0.663660952709865,-0.0120701591917221,,,,1,fewer than two usable strata,,,FALSE,FALSE
card4_is_visa,0.509544988432934,W,0.521702538919937,TRUE,5,5,0.505754074784276,0.598138585245239,-0.0121575504870032,1.00404938493442,,,5,"",,,FALSE,FALSE
